ticker,date,open,close,high,low,volume,sma_10,sma_20,ema_10,ema_20
CSCO,2018-01-31,38.66999816894531,41.540000915527344,42.97999954223633,38.43000030517578,504812100,,,41.540000915527344,41.540000915527344
CSCO,2018-02-28,41.09000015258789,44.779998779296875,45.88999938964844,37.349998474121094,703752400,,,42.12909143621271,41.84857214064825
CSCO,2018-03-31,44.68000030517578,42.88999938964844,46.15999984741211,41.58000183105469,597830400,,,42.26743833683739,41.94775568817208
CSCO,2018-04-30,42.52000045776367,44.290000915527344,45.34000015258789,40.189998626708984,491494900,,,42.63517698750829,42.17082666220591
CSCO,2018-05-31,43.90999984741211,42.709999084472656,46.369998931884766,42.52000045776367,500681500,,,42.64878100513817,42.222176416707505
CSCO,2018-06-30,42.90999984741211,43.029998779296875,44.810001373291016,41.810001373291016,463650000,,,42.718093327712474,42.29911187981126
CSCO,2018-07-31,42.560001373291016,42.290000915527344,43.83000183105469,40.939998626708984,450479900,,,42.64025834367881,42.29824416892708
CSCO,2018-08-31,41.9900016784668,47.77000045776367,47.83000183105469,41.20000076293945,441384400,,,43.57293872805787,42.819363815482944
CSCO,2018-09-30,47.84000015258789,48.650001525878906,49.060001373291016,46.439998626708984,365543500,,,44.49604105493442,43.37466264504447
CSCO,2018-10-31,49.0,45.75,49.470001220703125,42.939998626708984,549746900,44.37000007629395,,44.724033590400886,43.600885250278324
CSCO,2018-11-30,45.66999816894531,47.869998931884766,48.439998626708984,44.08000183105469,526861100,45.00299987792969,,45.2960272888525,44.00746750566942
CSCO,2018-12-31,48.31999969482422,43.33000183105469,49.13999938964844,40.25,606735800,44.85800018310547,,44.938568114707444,43.94294696522992
CSCO,2019-01-31,42.279998779296875,47.290000915527344,47.380001068115234,40.959999084472656,442759300,45.29800033569336,,45.36610135122015,44.26171400811539
CSCO,2019-02-28,47.369998931884766,51.77000045776367,51.959999084472656,46.29999923706055,426421600,46.04600028991699,,46.530446643318975,44.97678890808189
CSCO,2019-03-31,52.0,53.9900016784668,54.22999954223633,50.5099983215332,432755900,47.1740005493164,,47.88672937698221,45.83519012430903
CSCO,2019-04-30,54.47999954223633,55.95000076293945,57.529998779296875,54.38999938964844,349640500,48.46600074768067,,49.352778719883524,46.79850542322621
CSCO,2019-05-31,56.0,52.029998779296875,56.83000183105469,51.060001373291016,514801500,49.44000053405762,,49.839546003413226,47.29674288570913
CSCO,2019-06-30,52.04999923706055,54.72999954223633,58.150001525878906,51.4900016784668,535897200,50.13600044250488,,50.72871937410833,48.00467209109267
CSCO,2019-07-31,55.2599983215332,55.400001525878906,58.2599983215332,54.22999954223633,325942200,50.811000442504884,,51.57804340170298,48.708989180119936
CSCO,2019-08-31,55.84000015258789,46.810001373291016,56.88999938964844,46.0,509693100,50.91700057983398,47.643500328063965,50.71112666926444,48.52813319851718
CSCO,2019-09-30,46.630001068115234,49.40999984741211,50.29999923706055,46.20000076293945,369072000,51.07100067138672,48.037000274658205,50.474558156200374,48.61212049841194
CSCO,2019-10-31,49.650001525878906,47.5099983215332,49.869998931884766,45.54999923706055,403870500,51.48900032043457,48.17350025177002,49.935547277169974,48.50715648156635
CSCO,2019-11-30,46.849998474121094,45.310001373291016,48.97999954223633,44.439998626708984,437190200,51.29100036621094,48.29450035095215,49.09453893101016,48.20266551887346
CSCO,2019-12-31,45.25,47.959999084472656,48.369998931884766,43.400001525878906,424411900,50.910000228881835,48.478000259399415,48.88825895891243,48.179554429882906
