ticker,date,open,close,high,low,volume,sma_10,sma_20,ema_10,ema_20
AVGO,2018-01-31,259.7699890136719,248.02999877929688,274.260009765625,237.0099945068359,75283500,,,248.02999877929688,248.02999877929688
AVGO,2018-02-28,241.72000122070312,246.4600067138672,255.7400054931641,224.8999938964844,72949100,,,247.74454567649147,247.88047572544642
AVGO,2018-03-31,245.86000061035156,235.6499938964844,273.8500061035156,234.7599945068359,102905400,,,245.5455362619447,246.71566793221194
AVGO,2018-04-30,233.9499969482422,229.4199981689453,252.8500061035156,225.44000244140625,75476200,,,242.61362024503572,245.0684612880913
AVGO,2018-05-31,230.8500061035156,252.07000732421875,255.2899932861328,221.97999572753903,71235200,,,244.3329633503417,245.7352751962939
AVGO,2018-06-30,254.3699951171875,242.63999938964844,271.80999755859375,242.27000427246097,76083900,,,244.02515172112473,245.44048702423243
AVGO,2018-07-31,240.08999633789065,221.77000427246097,251.8000030517578,197.4600067138672,173962600,,,239.97876127591312,243.18615533358752
AVGO,2018-08-31,223.2599945068359,219.02999877929688,223.94000244140625,202.77000427246097,70854300,,,236.16989536743742,240.88556899508364
AVGO,2018-09-30,218.58999633789065,246.72999572753903,250.1000061035156,213.9199981689453,96345200,,,238.0899136147286,241.4421810648413
AVGO,2018-10-31,247.8800048828125,223.4900054931641,252.13999938964844,208.22999572753903,74094000,236.52900085449218,,235.43538486535323,239.7324500580149
AVGO,2018-11-30,225.16000366210935,237.41000366210935,242.6199951171875,213.7100067138672,64531200,235.46700134277344,,235.79440646476343,239.5112646869763
AVGO,2018-12-31,245.1999969482422,254.27999877929688,261.5899963378906,217.61000061035156,97816200,236.2490005493164,,239.15542324922404,240.91781079100681
AVGO,2019-01-31,248.8500061035156,268.25,273.75,230.3300018310547,74938100,239.50900115966797,,244.44534629481967,243.52087642995855
AVGO,2019-02-28,269.1499938964844,275.3599853515625,286.6300048828125,264.8900146484375,41509200,244.10299987792968,,250.066189759682,246.55317251773036
AVGO,2019-03-31,277.7300109863281,300.7099914550781,303.29998779296875,259.20001220703125,72692400,248.9669982910156,,259.27415370429947,251.71096479747777
AVGO,2019-04-30,303.1099853515625,318.3999938964844,322.45001220703125,299.75,40854800,256.5429977416992,,270.0243064665149,258.06230090214507
AVGO,2019-05-31,320.5,251.63999938964844,323.20001220703125,250.08999633789065,64214500,259.52999725341795,,266.6817051798119,257.45065313905013
AVGO,2019-06-30,252.5500030517578,287.8599853515625,291.75,251.1999969482422,73707900,266.41299591064455,,270.5323015746756,260.34678001643226
AVGO,2019-07-31,301.67999267578125,289.989990234375,305.75,272.4100036621094,52039400,270.73899536132814,,274.0700631491664,263.1699428943316
AVGO,2019-08-31,289.1300048828125,282.6400146484375,297.82000732421875,262.5,45277700,276.6539962768555,256.5914985656738,275.62823614903385,265.0242354423417
AVGO,2019-09-30,280.0,276.07000732421875,302.3299865722656,270.0,51645900,280.5199966430664,257.9934989929199,275.70855818088563,266.0762137168062
AVGO,2019-10-31,278.2699890136719,292.8500061035156,294.0799865722656,267.2200012207031,42165500,284.37699737548826,260.31299896240233,278.82518507590925,268.6260987060166
AVGO,2019-11-30,292.989990234375,316.2099914550781,325.6700134277344,292.0899963378906,40783600,289.1729965209961,264.340998840332,285.6224225993945,273.157898015451
AVGO,2019-12-31,317.7200012207031,316.0199890136719,331.20001220703125,303.1300048828125,51759200,293.238996887207,268.67099838256837,291.14925285653584,277.2400019200435
