ticker,date,open,close,high,low,volume,sma_10,sma_20,ema_10,ema_20
TSLA,2018-01-31,312.0,354.30999755859375,360.5,305.67999267578125,124271500,,,354.30999755859375,354.30999755859375
TSLA,2018-02-28,351.0,343.05999755859375,359.989990234375,294.760009765625,109190000,,,352.2645430131392,353.2385689871652
TSLA,2018-03-31,345.010009765625,266.1300048828125,348.6700134277344,248.2100067138672,157268500,,,336.60371789853434,344.94251526294113
TSLA,2018-04-30,256.260009765625,293.8999938964844,309.5,244.58999633789065,190310800,,,328.83940444361616,340.08132275185
TSLA,2018-05-31,293.510009765625,284.7300109863281,312.989990234375,273.4200134277344,155578100,,,320.81951472410924,334.80976925037174
TSLA,2018-06-30,285.8599853515625,342.95001220703125,373.7300109863281,283.8399963378906,213425100,,,324.84324153918595,335.5850304843393
TSLA,2018-07-31,360.07000732421875,298.1400146484375,364.7799987792969,286.1300048828125,172328200,,,319.9881093772317,332.0188384999677
TSLA,2018-08-31,297.989990234375,301.6600036621094,387.4599914550781,288.20001220703125,277360200,,,316.6557265199367,329.12752089636217
TSLA,2018-09-30,296.94000244140625,264.7699890136719,314.9599914550781,252.25,196075400,,,307.2219560642522,322.99823214562974
TSLA,2018-10-31,305.7699890136719,337.32000732421875,347.1600036621094,247.77000427246097,286360700,308.69700317382814,,312.69432902060976,324.36221073406676
TSLA,2018-11-30,338.260009765625,350.4800109863281,366.75,325.0,133019100,308.3140045166016,,319.56445301437674,326.8496202819012
TSLA,2018-12-31,360.0,332.79998779296875,379.489990234375,294.0899963378906,146451200,307.2880035400391,,321.9709138832116,327.41632194962193
TSLA,2019-01-31,306.1000061035156,307.0199890136719,352.0,279.2799987792969,175652100,311.377001953125,,319.25256390693164,325.47381405096
TSLA,2019-02-28,305.4200134277344,319.8800048828125,324.239990234375,288.7699890136719,128550100,313.9750030517578,,319.3666440843645,324.94107032066023
TSLA,2019-03-31,306.94000244140625,279.8599853515625,307.1300048828125,254.4600067138672,213793500,313.4880004882813,,312.18361522385504,320.64763365693665
TSLA,2019-04-30,282.6199951171875,238.69000244140625,296.1700134277344,231.1300048828125,230757800,303.06199951171874,,298.8211401725007,312.8421449697433
TSLA,2019-05-31,238.8500061035156,185.16000366210935,258.3500061035156,184.1000061035156,282598800,291.7639984130859,,278.15547898879316,300.68194103568294
TSLA,2019-06-30,185.5099945068359,223.4600067138672,234.7400054931641,176.99000549316406,214959300,283.9439987182617,,268.21084766607936,293.3274711002719
TSLA,2019-07-31,230.2100067138672,241.61000061035156,266.07000732421875,222.22000122070312,199367200,281.6279998779297,,263.3743300195834,288.4019977202795
TSLA,2019-08-31,242.6499938964844,225.61000061035156,244.5099945068359,211.0,133790600,270.45699920654295,289.57700119018557,256.50808830881397,282.421807519334
TSLA,2019-09-30,224.0800018310547,240.8699951171875,253.5,218.36000061035156,135775300,259.4959976196289,283.9050010681152,253.66479863760915,278.4644920524629
TSLA,2019-10-31,241.5,314.9200134277344,340.8399963378906,224.27999877929688,227982600,257.70800018310547,282.4980018615723,264.8021104176319,281.93644646915544
TSLA,2019-11-30,316.32000732421875,329.94000244140625,361.2000122070313,309.260009765625,157770800,260.00000152587893,285.68850173950193,276.6453635128636,286.5082137046079
TSLA,2019-12-31,329.3999938964844,418.3299865722656,435.30999755859375,327.25,207080000,269.8449996948242,291.91000137329104,302.4062040691185,299.06266826343244
